
"Place/Jammer/Transmitter/Jammer Link Information"

"Time (UTCG)","Link To ID","Xmtr Power (dBW)","Xmtr Gain (dB)","EIRP (dBW)","Xmtr Azimuth - Phi (deg)","Xmtr Elevation - Theta (deg)","Range (km)","Rcvr Azimuth - Phi (deg)","Rcvr Elevation - Theta (deg)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","Carrier Power at Rcvr Input (dBW)","Flux Density (dBW/m^2)","Rcvr Gain (dB)","Free Space Loss (dB)","Atmos Loss (dB)","Rain Loss (dB)","CloudsFog Losss (dB)","TropoScintill Loss (dB)","Prop Loss (dB)","Train (K)","Tatmos (K)","TcloudsFog (K)","TtropoScintill (K)","Tsun (K)","Tearth (K)","Tcosmic (K)","Tother (K)","Tantenna (K)","Tequiv (K)","g/T (dB/K)","C/No (dB*Hz)","C/(No+Io) (dB*Hz)","Bandwidth (MHz)","Bandwidth Overlap (units)","Pol. Rel. Angle (deg)","Polarization Effic (dB)","C/N (dB)","C/(N+I) (dB)","Eb/No (dB)","Eb/(No+Io) (dB)","BER","BER+I","C/I (dB)","DeltaT/T (dB)","Pwr Flux Density (dBW/m^2)"
29 Aug 2025 09:00:00.000,0,5.000,1.8052,6.805,92.101,76.663,12.3578,103.464,-3.000,1.575,-111.493,-153.357,-86.0889,-38.3538,118.2345,0.0592,0.0029,0.0012,0.0000,118.2977,0.090,1.942,0.037,0.000,1.520,0.013,1.350,0.000,4.951,417.050,-67.5660,49.5407,49.5407,5.0000,1.0000,45.000,-3.0103,-17.4490,-17.4490,49.5407,49.5407,1.0000e-30,1.0000e-30,3000.0000,-9999.9900,-9999.9900
29 Aug 2025 09:00:05.000,0,5.000,1.8044,6.804,90.263,76.647,12.3436,103.464,-1.212,1.575,-111.483,-153.342,-86.0796,-38.3488,118.2245,0.0591,0.0029,0.0011,0.0000,118.2876,0.090,1.940,0.034,0.000,1.608,0.013,1.350,0.000,5.035,417.134,-67.5619,49.5540,49.5540,5.0000,1.0000,45.000,-3.0103,-17.4357,-17.4357,49.5540,49.5540,1.0000e-30,1.0000e-30,3000.0000,-9999.9900,-9999.9900
29 Aug 2025 09:00:10.000,0,5.000,1.8043,6.804,88.422,76.645,12.3415,103.464,0.578,1.575,-111.482,-153.340,-86.0782,-38.3481,118.2230,0.0591,0.0029,0.0010,0.0000,118.2860,0.090,1.939,0.032,0.000,1.691,0.013,1.350,0.000,5.116,417.215,-67.5620,49.5554,49.5554,5.0000,1.0000,45.000,-3.0103,-17.4343,-17.4343,49.5554,49.5554,1.0000e-30,1.0000e-30,3000.0000,-9999.9900,-9999.9900
29 Aug 2025 09:00:15.000,0,5.000,1.8038,6.804,86.584,76.636,12.3335,73.609,-8.064,1.575,-111.477,-112.543,-86.0729,2.4441,118.2174,0.0591,0.0029,0.0009,0.0000,118.2803,0.090,1.938,0.030,0.000,0.110,0.014,1.350,0.000,3.532,415.630,-26.7533,90.3694,90.3694,5.0000,1.0000,45.000,-3.0103,23.3797,23.3797,90.3694,90.3694,1.0000e-30,1.0000e-30,3000.0000,-9999.9900,-9999.9900
29 Aug 2025 09:00:20.000,0,5.000,1.7979,6.798,84.804,76.524,12.2336,104.209,-16.899,1.575,-111.411,-153.232,-86.0075,-38.3103,118.1468,0.0586,0.0028,0.0009,0.0000,118.2091,0.089,1.923,0.027,0.000,0.857,0.014,1.350,0.000,4.260,416.358,-67.5152,49.6728,49.6728,5.0000,1.0000,45.000,-3.0103,-17.3169,-17.3169,49.6728,49.6728,1.0000e-30,1.0000e-30,3000.0000,-9999.9900,-9999.9900
29 Aug 2025 09:00:25.000,0,5.000,1.7915,6.792,83.014,76.402,12.1270,104.208,-15.155,1.575,-111.341,-153.124,-85.9373,-38.2726,118.0708,0.0581,0.0028,0.0008,0.0000,118.1325,0.088,1.906,0.025,0.000,0.963,0.014,1.350,0.000,4.346,416.445,-67.4784,49.7797,49.7797,5.0000,1.0000,45.000,-3.0103,-17.2100,-17.2100,49.7797,49.7797,1.0000e-30,1.0000e-30,3000.0000,-9999.9900,-9999.9900
29 Aug 2025 09:00:30.000,0,5.000,1.7857,6.786,81.192,76.292,12.0319,104.207,-13.383,1.575,-111.278,-153.027,-85.8743,-38.2386,118.0024,0.0576,0.0028,0.0007,0.0000,118.0636,0.087,1.892,0.023,0.000,1.073,0.014,1.350,0.000,4.438,416.537,-67.4455,49.8758,49.8758,5.0000,1.0000,45.000,-3.0103,-17.1139,-17.1139,49.8758,49.8758,1.0000e-30,1.0000e-30,3000.0000,-9999.9900,-9999.9900
29 Aug 2025 09:00:35.000,0,5.000,1.7804,6.780,79.342,76.193,11.9485,104.206,-11.583,1.575,-111.222,-152.941,-85.8186,-38.2087,117.9420,0.0572,0.0027,0.0007,0.0000,118.0026,0.086,1.879,0.021,0.000,1.187,0.014,1.350,0.000,4.537,416.636,-67.4165,49.9604,49.9604,5.0000,1.0000,45.000,-3.0103,-17.0293,-17.0293,49.9604,49.9604,1.0000e-30,1.0000e-30,3000.0000,-9999.9900,-9999.9900
29 Aug 2025 09:00:40.000,0,5.000,1.7758,6.776,77.466,76.108,11.8771,104.205,-9.760,1.575,-111.174,-152.867,-85.7707,-38.1828,117.8899,0.0569,0.0027,0.0006,0.0000,117.9501,0.085,1.868,0.019,0.000,1.304,0.014,1.350,0.000,4.639,416.738,-67.3918,50.0331,50.0331,5.0000,1.0000,45.000,-3.0103,-16.9566,-16.9566,50.0331,50.0331,1.0000e-30,1.0000e-30,3000.0000,-9999.9900,-9999.9900
29 Aug 2025 09:00:45.000,0,5.000,1.7719,6.772,75.567,76.036,11.8178,104.205,-7.917,1.575,-111.134,-152.806,-85.7308,-38.1613,117.8464,0.0566,0.0027,0.0005,0.0000,117.9063,0.085,1.859,0.016,0.000,1.421,0.014,1.350,0.000,4.745,416.844,-67.3713,50.0935,50.0935,5.0000,1.0000,45.000,-3.0103,-16.8962,-16.8962,50.0935,50.0935,1.0000e-30,1.0000e-30,3000.0000,-9999.9900,-9999.9900
29 Aug 2025 09:00:50.000,0,5.000,1.7688,6.769,73.651,75.979,11.7708,104.204,-6.058,1.575,-111.103,-152.757,-85.6990,-38.1441,117.8119,0.0564,0.0027,0.0005,0.0000,117.8714,0.084,1.851,0.014,0.000,1.538,0.014,1.350,0.000,4.852,416.951,-67.3552,50.1413,50.1413,5.0000,1.0000,45.000,-3.0103,-16.8484,-16.8484,50.1413,50.1413,1.0000e-30,1.0000e-30,3000.0000,-9999.9900,-9999.9900
29 Aug 2025 09:00:55.000,0,5.000,1.7665,6.766,71.720,75.937,11.7364,104.204,-4.185,1.575,-111.079,-152.721,-85.6756,-38.1315,117.7864,0.0562,0.0027,0.0004,0.0000,117.8457,0.084,1.846,0.012,0.000,1.652,0.014,1.350,0.000,4.958,417.057,-67.3437,50.1762,50.1762,5.0000,1.0000,45.000,-3.0103,-16.8135,-16.8135,50.1762,50.1762,1.0000e-30,1.0000e-30,3000.0000,-9999.9900,-9999.9900
29 Aug 2025 09:01:00.000,0,5.000,1.7650,6.765,69.780,75.910,11.7146,104.204,-2.304,1.575,-111.064,-152.698,-85.6608,-38.1234,117.7702,0.0561,0.0027,0.0003,0.0000,117.8294,0.084,1.843,0.010,0.000,1.763,0.014,1.350,0.000,5.063,417.162,-67.3368,50.1980,50.1980,5.0000,1.0000,45.000,-3.0103,-16.7917,-16.7917,50.1980,50.1980,1.0000e-30,1.0000e-30,3000.0000,-9999.9900,-9999.9900
29 Aug 2025 09:01:05.000,0,5.000,1.7644,6.764,67.834,75.898,11.7054,104.204,-0.417,1.575,-111.058,-152.688,-85.6545,-38.1200,117.7634,0.0561,0.0027,0.0003,0.0000,117.8225,0.084,1.842,0.008,0.000,1.867,0.014,1.350,0.000,5.165,417.264,-67.3345,50.2066,50.2066,5.0000,1.0000,45.000,-3.0103,-16.7831,-16.7831,50.2066,50.2066,1.0000e-30,1.0000e-30,3000.0000,-9999.9900,-9999.9900
29 Aug 2025 09:01:10.000,0,5.000,1.7646,6.765,65.887,75.903,11.7090,104.204,1.470,1.575,-111.060,-152.692,-85.6568,-38.1213,117.7661,0.0561,0.0027,0.0002,0.0000,117.8251,0.084,1.842,0.006,0.000,1.965,0.014,1.350,0.000,5.261,417.360,-67.3368,50.2019,50.2019,5.0000,1.0000,45.000,-3.0103,-16.7878,-16.7878,50.2019,50.2019,1.0000e-30,1.0000e-30,3000.0000,-9999.9900,-9999.9900
29 Aug 2025 09:01:15.000,0,5.000,1.7657,6.766,63.943,75.923,11.7252,104.204,3.355,1.575,-111.071,-152.709,-85.6678,-38.1273,117.7781,0.0562,0.0027,0.0001,0.0000,117.8371,0.084,1.845,0.004,0.000,2.055,0.014,1.350,0.000,5.352,417.450,-67.3437,50.1841,50.1841,5.0000,1.0000,45.000,-3.0103,-16.8056,-16.8056,50.1841,50.1841,1.0000e-30,1.0000e-30,3000.0000,-9999.9900,-9999.9900
29 Aug 2025 09:01:20.000,0,5.000,1.7677,6.768,62.008,75.958,11.7541,104.204,5.232,1.575,-111.091,-152.739,-85.6873,-38.1379,117.7995,0.0564,0.0027,0.0001,0.0000,117.8586,0.084,1.850,0.002,0.000,2.135,0.014,1.350,0.000,5.434,417.533,-67.3551,50.1531,50.1531,5.0000,1.0000,45.000,-3.0103,-16.8366,-16.8366,50.1531,50.1531,1.0000e-30,1.0000e-30,3000.0000,-9999.9900,-9999.9900
29 Aug 2025 09:01:25.000,0,5.000,1.7704,6.770,60.084,76.009,11.7949,74.154,5.217,1.575,-111.118,-112.303,-85.7149,2.3262,117.8296,0.0566,0.0027,0.0000,0.0000,117.8889,0.085,1.856,0.000,0.000,0.519,0.012,1.350,0.000,3.822,415.921,-26.8742,90.6064,90.6064,5.0000,1.0000,45.000,-3.0103,23.6167,23.6167,90.6064,90.6064,1.0000e-30,1.0000e-30,3000.0000,-9999.9900,-9999.9900
29 Aug 2025 09:01:30.000,0,5.000,1.7686,6.769,58.166,75.975,11.7679,74.525,-13.299,1.575,-111.100,-112.485,-85.6966,2.1259,117.8097,0.0564,0.0027,0.0000,0.0000,117.8688,0.084,1.852,0.000,0.000,0.202,0.014,1.350,0.000,3.503,415.601,-27.0712,90.4278,90.4278,5.0000,1.0000,45.000,-3.0103,23.4381,23.4381,90.4278,90.4278,1.0000e-30,1.0000e-30,3000.0000,-9999.9900,-9999.9900
29 Aug 2025 09:01:35.000,0,5.000,1.7585,6.759,56.386,75.792,11.6205,76.909,-31.816,1.575,-111.000,-113.685,-85.5964,0.8253,117.7002,0.0557,0.0026,0.0000,0.0000,117.7586,0.083,1.829,0.000,0.000,0.013,0.012,1.350,0.000,3.287,415.386,-28.3695,89.2296,89.2296,5.0000,1.0000,45.000,-3.0103,22.2399,22.2399,89.2296,89.2296,1.0000e-30,1.0000e-30,3000.0000,-9999.9900,-9999.9900
29 Aug 2025 09:01:40.000,0,5.000,1.7404,6.740,54.937,75.468,11.3683,83.226,-50.170,1.575,-110.826,-117.572,-85.4227,-3.2358,117.5096,0.0545,0.0026,0.0000,0.0000,117.5667,0.080,1.790,0.000,0.000,0.020,0.010,1.350,0.000,3.250,415.349,-32.4302,85.3426,85.3426,5.0000,1.0000,45.000,-3.0103,18.3529,18.3529,85.3426,85.3426,1.0000e-30,1.0000e-30,3000.0000,-9999.9900,-9999.9900
29 Aug 2025 09:01:45.000,0,5.000,1.7148,6.715,54.002,75.022,11.0391,102.034,-67.144,1.575,-110.595,-157.040,-85.1914,-42.9343,117.2544,0.0529,0.0025,0.0000,0.0000,117.3098,0.077,1.738,0.000,0.000,0.043,0.025,1.350,0.000,3.233,415.332,-72.1286,45.8755,45.8755,5.0000,1.0000,45.000,-3.0103,-21.1142,-21.1142,45.8755,45.8755,1.0000e-30,1.0000e-30,3000.0000,-9999.9900,-9999.9900
29 Aug 2025 09:01:50.000,0,5.000,1.6832,6.683,53.746,74.490,10.6719,161.921,-74.045,1.575,-110.331,-151.688,-84.9272,-37.8465,116.9605,0.0512,0.0023,0.0000,0.0000,117.0141,0.074,1.681,0.000,0.000,0.000,0.043,1.350,0.000,3.147,415.246,-67.0399,51.2284,51.2284,5.0000,1.0000,45.000,-3.0103,-15.7613,-15.7613,51.2284,51.2284,1.0000e-30,1.0000e-30,3000.0000,-9999.9900,-9999.9900
29 Aug 2025 09:01:55.000,0,5.000,1.6490,6.649,54.279,73.934,10.3141,-154.496,-60.576,1.575,-110.067,-149.127,-84.6634,-35.5502,116.6643,0.0495,0.0022,0.0000,0.0000,116.7160,0.070,1.624,0.000,0.000,0.000,0.052,1.350,0.000,3.096,415.195,-64.7430,53.7891,53.7891,5.0000,1.0000,45.000,-3.0103,-13.2006,-13.2006,53.7891,53.7891,1.0000e-30,1.0000e-30,3000.0000,-9999.9900,-9999.9900
29 Aug 2025 09:02:00.000,0,5.000,1.6177,6.618,55.606,73.441,10.0167,-142.144,-40.542,1.575,-109.843,-147.590,-84.4391,-34.2366,116.4102,0.0480,0.0021,0.0000,0.0000,116.4604,0.067,1.578,0.002,0.000,0.000,0.042,1.350,0.000,3.037,415.136,-63.4288,55.3276,55.3276,5.0000,1.0000,45.000,-3.0103,-11.6621,-11.6621,55.3276,55.3276,1.0000e-30,1.0000e-30,3000.0000,-9999.9900,-9999.9900
29 Aug 2025 09:02:05.000,0,5.000,1.5938,6.594,57.523,73.076,9.8077,-109.735,-29.970,1.575,-109.682,-150.549,-84.2788,-37.3567,116.2270,0.0470,0.0021,0.0001,0.0000,116.2762,0.065,1.545,0.003,0.000,0.000,0.044,1.350,0.000,3.006,415.105,-66.5485,52.3682,52.3682,5.0000,1.0000,45.000,-3.0103,-14.6215,-14.6215,52.3682,52.3682,1.0000e-30,1.0000e-30,3000.0000,-9999.9900,-9999.9900
29 Aug 2025 09:02:10.000,0,5.000,1.5711,6.571,59.575,72.735,9.6207,-109.733,-27.980,1.575,-109.537,-150.321,-84.1334,-37.2735,116.0599,0.0461,0.0020,0.0002,0.0000,116.1081,0.063,1.515,0.005,0.000,0.000,0.041,1.350,0.000,2.973,415.072,-66.4651,52.5970,52.5970,5.0000,1.0000,45.000,-3.0103,-14.3927,-14.3927,52.5970,52.5970,1.0000e-30,1.0000e-30,3000.0000,-9999.9900,-9999.9900
29 Aug 2025 09:02:15.000,0,5.000,1.5486,6.549,61.714,72.403,9.4458,-109.731,-25.914,1.575,-109.399,-150.104,-83.9958,-37.1943,115.9005,0.0453,0.0019,0.0002,0.0000,115.9479,0.061,1.488,0.007,0.000,0.000,0.038,1.350,0.000,2.943,415.041,-66.3855,52.8143,52.8143,5.0000,1.0000,45.000,-3.0103,-14.1754,-14.1754,52.8143,52.8143,1.0000e-30,1.0000e-30,3000.0000,-9999.9900,-9999.9900
29 Aug 2025 09:02:20.000,0,5.000,1.5265,6.526,63.938,72.084,9.2837,-109.730,-23.773,1.575,-109.270,-149.900,-83.8667,-37.1194,115.7501,0.0445,0.0019,0.0003,0.0000,115.7968,0.059,1.462,0.008,0.000,0.000,0.035,1.350,0.000,2.914,415.013,-66.3104,53.0185,53.0185,5.0000,1.0000,45.000,-3.0103,-13.9712,-13.9712,53.0185,53.0185,1.0000e-30,1.0000e-30,3000.0000,-9999.9900,-9999.9900
29 Aug 2025 09:02:25.000,0,5.000,1.5051,6.505,66.246,71.781,9.1350,-109.728,-21.559,1.575,-109.151,-149.711,-83.7471,-37.0496,115.6099,0.0438,0.0018,0.0003,0.0000,115.6558,0.057,1.439,0.010,0.000,0.000,0.031,1.350,0.000,2.887,414.986,-66.2403,53.2082,53.2082,5.0000,1.0000,45.000,-3.0103,-13.7815,-13.7815,53.2082,53.2082,1.0000e-30,1.0000e-30,3000.0000,-9999.9900,-9999.9900
29 Aug 2025 09:02:30.000,0,5.000,1.4848,6.485,68.635,71.497,9.0004,-109.727,-19.275,1.575,-109.041,-149.537,-83.6378,-36.9855,115.4809,0.0431,0.0018,0.0004,0.0000,115.5262,0.056,1.418,0.011,0.000,0.000,0.028,1.350,0.000,2.863,414.962,-66.1758,53.3819,53.3819,5.0000,1.0000,45.000,-3.0103,-13.6078,-13.6078,53.3819,53.3819,1.0000e-30,1.0000e-30,3000.0000,-9999.9900,-9999.9900
29 Aug 2025 09:02:35.000,0,5.000,1.4659,6.466,71.101,71.237,8.8805,-109.726,-16.926,1.575,-108.943,-149.381,-83.5397,-36.9275,115.3644,0.0425,0.0017,0.0004,0.0000,115.4091,0.054,1.399,0.013,0.000,0.000,0.025,1.350,0.000,2.841,414.940,-66.1176,53.5383,53.5383,5.0000,1.0000,45.000,-3.0103,-13.4514,-13.4514,53.5383,53.5383,1.0000e-30,1.0000e-30,3000.0000,-9999.9900,-9999.9900
29 Aug 2025 09:02:40.000,0,5.000,1.4487,6.449,73.636,71.004,8.7759,-109.725,-14.517,1.575,-108.857,-149.244,-83.4534,-36.8762,115.2615,0.0420,0.0017,0.0005,0.0000,115.3057,0.053,1.382,0.014,0.000,0.000,0.022,1.350,0.000,2.822,414.921,-66.0662,53.6759,53.6759,5.0000,1.0000,45.000,-3.0103,-13.3138,-13.3138,53.6759,53.6759,1.0000e-30,1.0000e-30,3000.0000,-9999.9900,-9999.9900
29 Aug 2025 09:02:45.000,0,5.000,1.4336,6.434,76.235,70.801,8.6872,-109.724,-12.054,1.575,-108.784,-149.126,-83.3799,-36.8323,115.1733,0.0416,0.0017,0.0005,0.0000,115.2171,0.052,1.368,0.016,0.000,0.000,0.019,1.350,0.000,2.806,414.905,-66.0221,53.7935,53.7935,5.0000,1.0000,45.000,-3.0103,-13.1962,-13.1962,53.7935,53.7935,1.0000e-30,1.0000e-30,3000.0000,-9999.9900,-9999.9900
29 Aug 2025 09:02:50.000,0,5.000,1.4209,6.421,78.889,70.633,8.6149,-109.724,-9.545,1.575,-108.723,-149.030,-83.3196,-36.7962,115.1007,0.0413,0.0016,0.0006,0.0000,115.1442,0.051,1.357,0.017,0.000,0.000,0.017,1.350,0.000,2.793,414.892,-65.9858,53.8901,53.8901,5.0000,1.0000,45.000,-3.0103,-13.0996,-13.0996,53.8901,53.8901,1.0000e-30,1.0000e-30,3000.0000,-9999.9900,-9999.9900
29 Aug 2025 09:02:55.000,0,5.000,1.4110,6.411,81.587,70.502,8.5594,-109.723,-6.998,1.575,-108.677,-148.955,-83.2732,-36.7682,115.0446,0.0410,0.0016,0.0006,0.0000,115.0878,0.051,1.348,0.019,0.000,0.000,0.015,1.350,0.000,2.783,414.882,-65.9578,53.9646,53.9646,5.0000,1.0000,45.000,-3.0103,-13.0251,-13.0251,53.9646,53.9646,1.0000e-30,1.0000e-30,3000.0000,-9999.9900,-9999.9900
29 Aug 2025 09:03:00.000,0,5.000,1.4040,6.404,84.319,70.410,8.5210,-109.723,-4.423,1.575,-108.645,-148.904,-83.2410,-36.7488,115.0055,0.0408,0.0016,0.0006,0.0000,115.0486,0.050,1.342,0.020,0.000,0.000,0.014,1.350,0.000,2.776,414.875,-65.9382,54.0163,54.0163,5.0000,1.0000,45.000,-3.0103,-12.9734,-12.9734,54.0163,54.0163,1.0000e-30,1.0000e-30,3000.0000,-9999.9900,-9999.9900
29 Aug 2025 09:03:05.000,0,5.000,1.4001,6.400,87.072,70.359,8.4999,-109.723,-1.830,1.575,-108.627,-148.875,-83.2233,-36.7381,114.9840,0.0407,0.0016,0.0007,0.0000,115.0270,0.050,1.338,0.022,0.000,0.000,0.013,1.350,0.000,2.774,414.872,-65.9275,54.0447,54.0447,5.0000,1.0000,45.000,-3.0103,-12.9450,-12.9450,54.0447,54.0447,1.0000e-30,1.0000e-30,3000.0000,-9999.9900,-9999.9900
29 Aug 2025 09:03:10.000,0,5.000,1.3994,6.399,89.834,70.351,8.4964,-109.723,0.770,1.575,-108.624,-148.871,-83.2203,-36.7362,114.9804,0.0407,0.0016,0.0007,0.0000,115.0234,0.050,1.338,0.023,0.000,0.000,0.013,1.350,0.000,2.774,414.873,-65.9257,54.0495,54.0495,5.0000,1.0000,45.000,-3.0103,-12.9402,-12.9402,54.0495,54.0495,1.0000e-30,1.0000e-30,3000.0000,-9999.9900,-9999.9900
29 Aug 2025 09:03:15.000,0,5.000,1.4020,6.402,92.593,70.384,8.5103,-109.723,3.367,1.575,-108.636,-148.889,-83.2321,-36.7433,114.9946,0.0407,0.0016,0.0008,0.0000,115.0377,0.050,1.340,0.025,0.000,0.000,0.014,1.350,0.000,2.779,414.878,-65.9328,54.0306,54.0306,5.0000,1.0000,45.000,-3.0103,-12.9591,-12.9591,54.0306,54.0306,1.0000e-30,1.0000e-30,3000.0000,-9999.9900,-9999.9900
29 Aug 2025 09:03:20.000,0,5.000,1.4078,6.408,95.334,70.460,8.5416,-109.723,5.950,1.575,-108.662,-148.932,-83.2585,-36.7592,115.0265,0.0409,0.0016,0.0008,0.0000,115.0699,0.051,1.344,0.027,0.000,0.000,0.015,1.350,0.000,2.787,414.885,-65.9488,53.9882,53.9882,5.0000,1.0000,45.000,-3.0103,-13.0015,-13.0015,53.9882,53.9882,1.0000e-30,1.0000e-30,3000.0000,-9999.9900,-9999.9900
29 Aug 2025 09:03:25.000,0,5.000,1.4165,6.417,98.048,70.575,8.5902,-109.724,8.510,1.575,-108.703,-148.997,-83.2993,-36.7838,115.0758,0.0411,0.0016,0.0009,0.0000,115.1194,0.051,1.352,0.028,0.000,0.000,0.016,1.350,0.000,2.798,414.897,-65.9735,53.9228,53.9228,5.0000,1.0000,45.000,-3.0103,-13.0669,-13.0669,53.9228,53.9228,1.0000e-30,1.0000e-30,3000.0000,-9999.9900,-9999.9900
29 Aug 2025 09:03:30.000,0,5.000,1.4281,6.428,100.721,70.729,8.6557,-109.724,11.035,1.575,-108.758,-149.085,-83.3541,-36.8166,115.1418,0.0414,0.0017,0.0010,0.0000,115.1858,0.052,1.362,0.030,0.000,0.000,0.018,1.350,0.000,2.813,414.912,-66.0065,53.8350,53.8350,5.0000,1.0000,45.000,-3.0103,-13.1547,-13.1547,53.8350,53.8350,1.0000e-30,1.0000e-30,3000.0000,-9999.9900,-9999.9900
29 Aug 2025 09:03:35.000,0,5.000,1.4423,6.442,103.343,70.917,8.7378,-109.725,13.518,1.575,-108.826,-149.194,-83.4224,-36.8574,115.2237,0.0418,0.0017,0.0010,0.0000,115.2682,0.053,1.375,0.032,0.000,0.000,0.021,1.350,0.000,2.831,414.930,-66.0475,53.7257,53.7257,5.0000,1.0000,45.000,-3.0103,-13.2640,-13.2640,53.7257,53.7257,1.0000e-30,1.0000e-30,3000.0000,-9999.9900,-9999.9900
29 Aug 2025 09:03:40.000,0,5.000,1.4586,6.459,105.906,71.138,8.8359,-109.726,15.950,1.575,-108.907,-149.323,-83.5036,-36.9057,115.3207,0.0423,0.0017,0.0011,0.0000,115.3658,0.054,1.390,0.034,0.000,0.000,0.024,1.350,0.000,2.852,414.951,-66.0960,53.5959,53.5959,5.0000,1.0000,45.000,-3.0103,-13.3938,-13.3938,53.5959,53.5959,1.0000e-30,1.0000e-30,3000.0000,-9999.9900,-9999.9900
29 Aug 2025 09:03:45.000,0,5.000,1.4769,6.477,108.400,71.388,8.9496,-109.727,18.325,1.575,-109.001,-149.472,-83.5971,-36.9610,115.4318,0.0428,0.0018,0.0012,0.0000,115.4775,0.055,1.408,0.036,0.000,0.000,0.027,1.350,0.000,2.876,414.975,-66.1516,53.4469,53.4469,5.0000,1.0000,45.000,-3.0103,-13.5428,-13.5428,53.4469,53.4469,1.0000e-30,1.0000e-30,3000.0000,-9999.9900,-9999.9900
29 Aug 2025 09:03:50.000,0,5.000,1.4967,6.497,110.821,71.663,9.0783,-109.728,20.636,1.575,-109.106,-149.639,-83.7020,-37.0228,115.5558,0.0434,0.0018,0.0012,0.0000,115.6023,0.057,1.428,0.038,0.000,0.000,0.030,1.350,0.000,2.903,415.002,-66.2136,53.2800,53.2800,5.0000,1.0000,45.000,-3.0103,-13.7097,-13.7097,53.2800,53.2800,1.0000e-30,1.0000e-30,3000.0000,-9999.9900,-9999.9900
29 Aug 2025 09:03:55.000,0,5.000,1.5176,6.518,113.163,71.958,9.2214,-109.729,22.879,1.575,-109.221,-149.822,-83.8176,-37.0904,115.6916,0.0441,0.0019,0.0013,0.0000,115.7389,0.058,1.450,0.041,0.000,0.000,0.033,1.350,0.000,2.932,415.031,-66.2815,53.0964,53.0964,5.0000,1.0000,45.000,-3.0103,-13.8933,-13.8933,53.0964,53.0964,1.0000e-30,1.0000e-30,3000.0000,-9999.9900,-9999.9900
29 Aug 2025 09:04:00.000,0,5.000,1.5395,6.539,115.421,72.271,9.3781,-109.731,25.050,1.575,-109.347,-150.020,-83.9431,-37.1632,115.8380,0.0449,0.0019,0.0014,0.0000,115.8862,0.060,1.474,0.043,0.000,0.000,0.036,1.350,0.000,2.964,415.062,-66.3546,52.8978,52.8978,5.0000,1.0000,45.000,-3.0103,-14.0919,-14.0919,52.8978,52.8978,1.0000e-30,1.0000e-30,3000.0000,-9999.9900,-9999.9900
29 Aug 2025 09:04:05.000,0,5.000,1.5619,6.562,117.595,72.598,9.5479,-109.732,27.147,1.575,-109.481,-150.232,-84.0774,-37.2407,115.9938,0.0457,0.0020,0.0015,0.0000,116.0429,0.062,1.501,0.046,0.000,0.000,0.039,1.350,0.000,2.997,415.096,-66.4325,52.6856,52.6856,5.0000,1.0000,45.000,-3.0103,-14.3041,-14.3041,52.6856,52.6856,1.0000e-30,1.0000e-30,3000.0000,-9999.9900,-9999.9900
29 Aug 2025 09:04:10.000,0,5.000,1.5846,6.585,119.683,72.936,9.7300,-109.734,29.168,1.575,-109.623,-150.456,-84.2199,-37.3224,116.1579,0.0465,0.0020,0.0015,0.0000,116.2080,0.064,1.529,0.048,0.000,0.000,0.042,1.350,0.000,3.033,415.132,-66.5145,52.4611,52.4611,5.0000,1.0000,45.000,-3.0103,-14.5286,-14.5286,52.4611,52.4611,1.0000e-30,1.0000e-30,3000.0000,-9999.9900,-9999.9900
29 Aug 2025 09:04:15.000,0,5.000,1.6073,6.607,121.684,73.281,9.9237,-109.736,31.112,1.575,-109.773,-150.691,-84.3695,-37.4076,116.3292,0.0475,0.0021,0.0016,0.0000,116.3804,0.066,1.559,0.051,0.000,0.000,0.045,1.350,0.000,3.071,415.170,-66.6001,52.2259,52.2259,5.0000,1.0000,45.000,-3.0103,-14.7638,-14.7638,52.2259,52.2259,1.0000e-30,1.0000e-30,3000.0000,-9999.9900,-9999.9900
29 Aug 2025 09:04:20.000,0,5.000,1.6296,6.630,123.606,73.627,10.1268,-79.020,29.607,1.575,-109.928,-113.266,-84.5243,0.1724,116.5052,0.0484,0.0022,0.0017,0.0000,116.5575,0.068,1.591,0.054,0.000,0.000,0.049,1.350,0.000,3.111,415.210,-29.0206,89.6507,89.6507,5.0000,1.0000,45.000,-3.0103,22.6610,22.6610,89.6507,89.6507,1.0000e-30,1.0000e-30,3000.0000,-9999.9900,-9999.9900
29 Aug 2025 09:04:25.000,0,5.000,1.6438,6.644,125.695,73.850,10.2620,-76.586,11.590,1.575,-110.030,-111.993,-84.6261,1.5470,116.6204,0.0491,0.0022,0.0018,0.0000,116.6735,0.069,1.612,0.056,0.000,0.000,0.025,1.350,0.000,3.112,415.211,-27.6460,90.9234,90.9234,5.0000,1.0000,45.000,-3.0103,23.9337,23.9337,90.9234,90.9234,1.0000e-30,1.0000e-30,3000.0000,-9999.9900,-9999.9900
29 Aug 2025 09:04:30.000,0,5.000,1.6455,6.646,127.921,73.878,10.2793,-76.317,-6.447,1.575,-110.043,-111.859,-84.6391,1.6936,116.6350,0.0492,0.0022,0.0018,0.0000,116.6882,0.069,1.615,0.058,0.000,0.000,0.014,1.350,0.000,3.106,415.204,-27.4993,91.0572,91.0572,5.0000,1.0000,45.000,-3.0103,24.0675,24.0675,91.0572,91.0572,1.0000e-30,1.0000e-30,3000.0000,-9999.9900,-9999.9900
