
"Place/Jammer/Transmitter/Jammer Link Information"

"Time (UTCG)","Link To ID","Xmtr Power (dBW)","Xmtr Gain (dB)","EIRP (dBW)","Xmtr Azimuth - Phi (deg)","Xmtr Elevation - Theta (deg)","Range (km)","Rcvr Azimuth - Phi (deg)","Rcvr Elevation - Theta (deg)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","Carrier Power at Rcvr Input (dBW)","Flux Density (dBW/m^2)","Rcvr Gain (dB)","Free Space Loss (dB)","Atmos Loss (dB)","Rain Loss (dB)","CloudsFog Losss (dB)","TropoScintill Loss (dB)","Prop Loss (dB)","Train (K)","Tatmos (K)","TcloudsFog (K)","TtropoScintill (K)","Tsun (K)","Tearth (K)","Tcosmic (K)","Tother (K)","Tantenna (K)","Tequiv (K)","g/T (dB/K)","C/No (dB*Hz)","C/(No+Io) (dB*Hz)","Bandwidth (MHz)","Bandwidth Overlap (units)","Pol. Rel. Angle (deg)","Polarization Effic (dB)","C/N (dB)","C/(N+I) (dB)","Eb/No (dB)","Eb/(No+Io) (dB)","BER","BER+I","C/I (dB)","DeltaT/T (dB)","Pwr Flux Density (dBW/m^2)"
29 Aug 2025 09:27:15.000,0,5.000,1.9747,6.975,-71.042,80.477,17.1638,69.774,8.122,1.575,-114.200,-114.386,-88.7963,3.3244,121.0880,0.0823,0.0043,0.0001,0.0000,121.1746,0.134,2.694,0.002,0.000,0.000,0.021,1.350,0.000,4.201,416.300,-25.8800,88.5193,88.5193,5.0000,1.0000,45.000,-3.0103,21.5296,21.5296,88.5193,88.5193,1.0000e-30,1.0000e-30,3000.0000,-9999.9900,-9999.9900
29 Aug 2025 09:27:20.000,0,5.000,1.9745,6.975,-72.340,80.471,17.1531,69.875,-11.316,1.575,-114.195,-114.443,-88.7911,3.2623,121.0825,0.0823,0.0043,0.0002,0.0000,121.1692,0.134,2.692,0.005,0.000,0.000,0.014,1.350,0.000,4.195,416.294,-25.9420,88.4624,88.4624,5.0000,1.0000,45.000,-3.0103,21.4727,21.4727,88.4624,88.4624,1.0000e-30,1.0000e-30,3000.0000,-9999.9900,-9999.9900
29 Aug 2025 09:27:25.000,0,5.000,1.9722,6.972,-73.595,80.408,17.0432,100.200,-17.130,1.575,-114.141,-157.385,-88.7372,-39.7334,121.0267,0.0817,0.0042,0.0003,0.0000,121.1130,0.133,2.675,0.008,0.000,0.000,0.025,1.350,0.000,4.191,416.290,-68.9377,45.5206,45.5206,5.0000,1.0000,45.000,-3.0103,-21.4691,-21.4691,45.5206,45.5206,1.0000e-30,1.0000e-30,3000.0000,-9999.9900,-9999.9900
29 Aug 2025 09:27:30.000,0,5.000,1.9698,6.970,-74.859,80.344,16.9336,100.199,-15.883,1.575,-114.087,-157.303,-88.6830,-39.7059,120.9707,0.0812,0.0042,0.0004,0.0000,121.0565,0.132,2.658,0.012,0.000,0.000,0.024,1.350,0.000,4.174,416.273,-68.9099,45.6025,45.6025,5.0000,1.0000,45.000,-3.0103,-21.3872,-21.3872,45.6025,45.6025,1.0000e-30,1.0000e-30,3000.0000,-9999.9900,-9999.9900
29 Aug 2025 09:27:35.000,0,5.000,1.9675,6.968,-76.139,80.284,16.8321,100.198,-14.620,1.575,-114.036,-157.227,-88.6326,-39.6802,120.9185,0.0807,0.0042,0.0005,0.0000,121.0038,0.131,2.642,0.015,0.000,0.000,0.022,1.350,0.000,4.159,416.258,-68.8841,45.6788,45.6788,5.0000,1.0000,45.000,-3.0103,-21.3109,-21.3109,45.6788,45.6788,1.0000e-30,1.0000e-30,3000.0000,-9999.9900,-9999.9900
29 Aug 2025 09:27:40.000,0,5.000,1.9654,6.965,-77.434,80.229,16.7389,100.197,-13.343,1.575,-113.990,-157.156,-88.5861,-39.6564,120.8702,0.0802,0.0041,0.0006,0.0000,120.9552,0.130,2.627,0.018,0.000,0.000,0.021,1.350,0.000,4.145,416.244,-68.8602,45.7492,45.7492,5.0000,1.0000,45.000,-3.0103,-21.2405,-21.2405,45.7492,45.7492,1.0000e-30,1.0000e-30,3000.0000,-9999.9900,-9999.9900
29 Aug 2025 09:27:45.000,0,5.000,1.9635,6.963,-78.744,80.178,16.6541,100.196,-12.052,1.575,-113.947,-157.092,-88.5436,-39.6347,120.8261,0.0798,0.0041,0.0007,0.0000,120.9107,0.129,2.613,0.021,0.000,0.000,0.019,1.350,0.000,4.133,416.231,-68.8383,45.8136,45.8136,5.0000,1.0000,45.000,-3.0103,-21.1761,-21.1761,45.8136,45.8136,1.0000e-30,1.0000e-30,3000.0000,-9999.9900,-9999.9900
29 Aug 2025 09:27:50.000,0,5.000,1.9617,6.962,-80.067,80.132,16.5778,100.196,-10.748,1.575,-113.909,-157.034,-88.5052,-39.6151,120.7862,0.0795,0.0041,0.0008,0.0000,120.8705,0.129,2.601,0.024,0.000,0.000,0.018,1.350,0.000,4.122,416.220,-68.8186,45.8717,45.8717,5.0000,1.0000,45.000,-3.0103,-21.1180,-21.1180,45.8717,45.8717,1.0000e-30,1.0000e-30,3000.0000,-9999.9900,-9999.9900
29 Aug 2025 09:27:55.000,0,5.000,1.9601,6.960,-81.402,80.090,16.5102,100.195,-9.433,1.575,-113.875,-156.983,-88.4710,-39.5976,120.7507,0.0791,0.0041,0.0008,0.0000,120.8348,0.128,2.591,0.027,0.000,0.000,0.017,1.350,0.000,4.112,416.211,-68.8010,45.9235,45.9235,5.0000,1.0000,45.000,-3.0103,-21.0662,-21.0662,45.9235,45.9235,1.0000e-30,1.0000e-30,3000.0000,-9999.9900,-9999.9900
29 Aug 2025 09:28:00.000,0,5.000,1.9587,6.959,-82.747,80.054,16.4513,100.195,-8.108,1.575,-113.845,-156.937,-88.4412,-39.5823,120.7197,0.0788,0.0041,0.0009,0.0000,120.8036,0.127,2.581,0.029,0.000,0.000,0.016,1.350,0.000,4.104,416.203,-68.7857,45.9686,45.9686,5.0000,1.0000,45.000,-3.0103,-21.0211,-21.0211,45.9686,45.9686,1.0000e-30,1.0000e-30,3000.0000,-9999.9900,-9999.9900
29 Aug 2025 09:28:05.000,0,5.000,1.9575,6.958,-84.102,80.023,16.4014,100.194,-6.774,1.575,-113.819,-156.899,-88.4158,-39.5693,120.6933,0.0786,0.0040,0.0010,0.0000,120.7770,0.127,2.573,0.032,0.000,0.000,0.015,1.350,0.000,4.098,416.197,-68.7726,46.0071,46.0071,5.0000,1.0000,45.000,-3.0103,-20.9826,-20.9826,46.0071,46.0071,1.0000e-30,1.0000e-30,3000.0000,-9999.9900,-9999.9900
29 Aug 2025 09:28:10.000,0,5.000,1.9565,6.957,-85.464,79.997,16.3603,100.194,-5.433,1.575,-113.799,-156.867,-88.3950,-39.5586,120.6716,0.0784,0.0040,0.0011,0.0000,120.7551,0.127,2.567,0.035,0.000,0.000,0.014,1.350,0.000,4.093,416.192,-68.7618,46.0388,46.0388,5.0000,1.0000,45.000,-3.0103,-20.9509,-20.9509,46.0388,46.0388,1.0000e-30,1.0000e-30,3000.0000,-9999.9900,-9999.9900
29 Aug 2025 09:28:15.000,0,5.000,1.9557,6.956,-86.833,79.977,16.3283,100.193,-4.086,1.575,-113.782,-156.843,-88.3787,-39.5502,120.6545,0.0782,0.0040,0.0012,0.0000,120.7380,0.126,2.561,0.038,0.000,0.000,0.014,1.350,0.000,4.090,416.189,-68.7534,46.0635,46.0635,5.0000,1.0000,45.000,-3.0103,-20.9262,-20.9262,46.0635,46.0635,1.0000e-30,1.0000e-30,3000.0000,-9999.9900,-9999.9900
29 Aug 2025 09:28:20.000,0,5.000,1.9552,6.955,-88.206,79.963,16.3054,100.193,-2.734,1.575,-113.771,-156.825,-88.3670,-39.5442,120.6423,0.0781,0.0040,0.0013,0.0000,120.7258,0.126,2.557,0.041,0.000,0.000,0.013,1.350,0.000,4.088,416.187,-68.7474,46.0812,46.0812,5.0000,1.0000,45.000,-3.0103,-20.9085,-20.9085,46.0812,46.0812,1.0000e-30,1.0000e-30,3000.0000,-9999.9900,-9999.9900
29 Aug 2025 09:28:25.000,0,5.000,1.9548,6.955,-89.582,79.954,16.2915,100.193,-1.379,1.575,-113.764,-156.814,-88.3599,-39.5405,120.6349,0.0780,0.0040,0.0014,0.0000,120.7184,0.126,2.555,0.044,0.000,0.000,0.013,1.350,0.000,4.089,416.187,-68.7437,46.0918,46.0918,5.0000,1.0000,45.000,-3.0103,-20.8979,-20.8979,46.0918,46.0918,1.0000e-30,1.0000e-30,3000.0000,-9999.9900,-9999.9900
29 Aug 2025 09:28:30.000,0,5.000,1.9547,6.955,-90.961,79.951,16.2868,100.193,-0.023,1.575,-113.761,-156.811,-88.3576,-39.5393,120.6324,0.0780,0.0040,0.0015,0.0000,120.7160,0.126,2.554,0.047,0.000,0.000,0.013,1.350,0.000,4.090,416.189,-68.7425,46.0954,46.0954,5.0000,1.0000,45.000,-3.0103,-20.8943,-20.8943,46.0954,46.0954,1.0000e-30,1.0000e-30,3000.0000,-9999.9900,-9999.9900
29 Aug 2025 09:28:35.000,0,5.000,1.9548,6.955,-92.339,79.954,16.2912,100.193,1.334,1.575,-113.764,-156.814,-88.3600,-39.5405,120.6348,0.0780,0.0040,0.0016,0.0000,120.7184,0.126,2.555,0.050,0.000,0.000,0.013,1.350,0.000,4.094,416.193,-68.7437,46.0918,46.0918,5.0000,1.0000,45.000,-3.0103,-20.8979,-20.8979,46.0918,46.0918,1.0000e-30,1.0000e-30,3000.0000,-9999.9900,-9999.9900
29 Aug 2025 09:28:40.000,0,5.000,1.9552,6.955,-93.716,79.962,16.3048,100.193,2.689,1.575,-113.771,-156.825,-88.3670,-39.5440,120.6420,0.0781,0.0040,0.0017,0.0000,120.7258,0.126,2.556,0.053,0.000,0.000,0.013,1.350,0.000,4.099,416.198,-68.7473,46.0812,46.0812,5.0000,1.0000,45.000,-3.0103,-20.9085,-20.9085,46.0812,46.0812,1.0000e-30,1.0000e-30,3000.0000,-9999.9900,-9999.9900
29 Aug 2025 09:28:45.000,0,5.000,1.9557,6.956,-95.089,79.976,16.3274,100.193,4.041,1.575,-113.782,-156.843,-88.3787,-39.5500,120.6541,0.0782,0.0040,0.0018,0.0000,120.7381,0.126,2.560,0.056,0.000,0.000,0.014,1.350,0.000,4.106,416.205,-68.7533,46.0635,46.0635,5.0000,1.0000,45.000,-3.0103,-20.9262,-20.9262,46.0635,46.0635,1.0000e-30,1.0000e-30,3000.0000,-9999.9900,-9999.9900
29 Aug 2025 09:28:50.000,0,5.000,1.9565,6.957,-96.458,79.996,16.3591,100.194,5.388,1.575,-113.799,-156.867,-88.3950,-39.5583,120.6709,0.0783,0.0040,0.0019,0.0000,120.7552,0.127,2.564,0.059,0.000,0.000,0.014,1.350,0.000,4.115,416.214,-68.7617,46.0387,46.0387,5.0000,1.0000,45.000,-3.0103,-20.9510,-20.9510,46.0387,46.0387,1.0000e-30,1.0000e-30,3000.0000,-9999.9900,-9999.9900
29 Aug 2025 09:28:55.000,0,5.000,1.9575,6.957,-97.820,80.022,16.3998,100.194,6.730,1.575,-113.820,-156.899,-88.4160,-39.5689,120.6925,0.0785,0.0040,0.0020,0.0000,120.7771,0.127,2.571,0.063,0.000,0.000,0.015,1.350,0.000,4.125,416.224,-68.7725,46.0071,46.0071,5.0000,1.0000,45.000,-3.0103,-20.9826,-20.9826,46.0071,46.0071,1.0000e-30,1.0000e-30,3000.0000,-9999.9900,-9999.9900
29 Aug 2025 09:29:00.000,0,5.000,1.9587,6.959,-99.175,80.053,16.4495,100.194,8.064,1.575,-113.845,-156.937,-88.4414,-39.5819,120.7188,0.0788,0.0041,0.0021,0.0000,120.8037,0.127,2.578,0.066,0.000,0.000,0.016,1.350,0.000,4.137,416.236,-68.7856,45.9686,45.9686,5.0000,1.0000,45.000,-3.0103,-21.0211,-21.0211,45.9686,45.9686,1.0000e-30,1.0000e-30,3000.0000,-9999.9900,-9999.9900
29 Aug 2025 09:29:05.000,0,5.000,1.9601,6.960,-100.521,80.089,16.5081,100.195,9.389,1.575,-113.875,-156.982,-88.4712,-39.5971,120.7496,0.0790,0.0041,0.0022,0.0000,120.8349,0.128,2.587,0.069,0.000,0.000,0.017,1.350,0.000,4.151,416.250,-68.8009,45.9234,45.9234,5.0000,1.0000,45.000,-3.0103,-21.0663,-21.0663,45.9234,45.9234,1.0000e-30,1.0000e-30,3000.0000,-9999.9900,-9999.9900
29 Aug 2025 09:29:10.000,0,5.000,1.9617,6.962,-101.856,80.130,16.5754,100.196,10.705,1.575,-113.909,-157.034,-88.5054,-39.6145,120.7850,0.0793,0.0041,0.0023,0.0000,120.8707,0.129,2.597,0.072,0.000,0.000,0.018,1.350,0.000,4.166,416.265,-68.8185,45.8716,45.8716,5.0000,1.0000,45.000,-3.0103,-21.1181,-21.1181,45.8716,45.8716,1.0000e-30,1.0000e-30,3000.0000,-9999.9900,-9999.9900
29 Aug 2025 09:29:15.000,0,5.000,1.9634,6.963,-103.179,80.176,16.6514,100.196,12.009,1.575,-113.947,-157.092,-88.5439,-39.6340,120.8247,0.0797,0.0041,0.0024,0.0000,120.9109,0.129,2.609,0.076,0.000,0.000,0.019,1.350,0.000,4.183,416.282,-68.8382,45.8134,45.8134,5.0000,1.0000,45.000,-3.0103,-21.1763,-21.1763,45.8134,45.8134,1.0000e-30,1.0000e-30,3000.0000,-9999.9900,-9999.9900
29 Aug 2025 09:29:20.000,0,5.000,1.9654,6.965,-104.490,80.227,16.7359,100.197,13.300,1.575,-113.990,-157.156,-88.5865,-39.6557,120.8687,0.0801,0.0041,0.0025,0.0000,120.9554,0.130,2.622,0.079,0.000,0.000,0.021,1.350,0.000,4.201,416.300,-68.8601,45.7490,45.7490,5.0000,1.0000,45.000,-3.0103,-21.2407,-21.2407,45.7490,45.7490,1.0000e-30,1.0000e-30,3000.0000,-9999.9900,-9999.9900
29 Aug 2025 09:29:25.000,0,5.000,1.9675,6.967,-105.786,80.283,16.8288,100.198,14.578,1.575,-114.037,-157.226,-88.6330,-39.6794,120.9168,0.0805,0.0042,0.0026,0.0000,121.0041,0.131,2.636,0.083,0.000,0.000,0.022,1.350,0.000,4.221,416.320,-68.8840,45.6785,45.6785,5.0000,1.0000,45.000,-3.0103,-21.3112,-21.3112,45.6785,45.6785,1.0000e-30,1.0000e-30,3000.0000,-9999.9900,-9999.9900
29 Aug 2025 09:29:30.000,0,5.000,1.9697,6.970,-107.066,80.342,16.9301,100.199,15.841,1.575,-114.087,-157.302,-88.6835,-39.7050,120.9689,0.0810,0.0042,0.0027,0.0000,121.0568,0.132,2.651,0.086,0.000,0.000,0.024,1.350,0.000,4.243,416.342,-68.9098,45.6022,45.6022,5.0000,1.0000,45.000,-3.0103,-21.3875,-21.3875,45.6022,45.6022,1.0000e-30,1.0000e-30,3000.0000,-9999.9900,-9999.9900


